Stall Name,Cuisine,Cuisine 1,Cuisine 2,Cuisine 3,Shop Type,Address,Google Address,Average Review,Number of Reviews
Riders Cafe,"['Steak and Grills', 'Western']",Steak and Grills,Western,,Cafe, Bukit Timah Saddle Club Fairways Drive 286965,"51 Fairways Dr, Singapore 286965",4.2,854.0
Hong Kong Sheng Kee Dessert (AMK Hub),"['Asian', 'Chinese', 'Desserts']",Asian,Chinese,Desserts,Cafe,#B2-36 AMK Hub Ang Mo Kio Avenue 3 569933,"53 Ang Mo Kio Ave 3, #B2-36, Singapore 569933",3.5,6.0
Po Restaurant,['Singaporean'],Singaporean,,,Restaurant, The Warehouse Hotel Havelock Road 169628,"320 Havelock Rd, Singapore 169628",4.4,227.0
Starbucks (Kallang Wave Mall),"['American', 'European', 'Western']",American,European,Western,Cafe,#01-56 Kallang Wave Stadium Place 397628,"#01-56 Kallang Wave Mall, 1 Stadium Pl, 397628",4.1,55.0
Koh Brother Pig’s Organ Soup,['Chinese'],Chinese,,,Kiosk or Stall,#02-29 Tiong Bahru Market Seng Poh Road 168898,"80, #02-29 Seng Poh Rd, 168898",4.4,60.0
Dad's Corner (Bukit Batok),"['Fusion', 'Halal', 'Western']",Fusion,Halal,Western,Restaurant,#03-04 Bukit Batok Civil Service Club Bukit Batok West Avenue 2 659206,"91 Bukit Batok West Ave 2, Singapore 659206",3.1,51.0
Jia Li Seafood Soup,"['Chinese', 'Seafood']",Chinese,Seafood,,Kiosk or Stall,#01-35  Aljunied Avenue 2 380115,"Golden 6 Fortune Coffee Shop, Aljunied Ave 2, #01-35 Block 115, 380115",4.1,165.0
Casa Roma Ristorante Italiano,"['European', 'Italian', 'Western', 'Wine']",European,Italian,Western,Bar or Pub,#01-08 The Grandstand Turf Club Road 287994,"200 Turf Club Rd, #01-08, Singapore 287994",4.1,148.0
Yuan Ji Fishball Noodle,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Kiosk or Stall,#02-72 Tiong Bahru Market Seng Poh Road 168898,,,
Quan Le Yan Seafood,"['Chinese', 'Seafood']",Chinese,Seafood,,Restaurant,  Havelock Road 169645,"725 Havelock Rd, Singapore 169647",4.2,120.0
Siong Tat Kee Charcoal Roasted,['Chinese'],Chinese,,,Kiosk or Stall,#01-1601 TG 339 Eating House Ang Mo Kio Avenue 1 560339,"340A Ang Mo Kio Ave 1, Singapore 560340",4.0,4.0
Geylang Bahru Sugarcane & Fruit Juice,"['Fruits & Drinks', 'Juices']",Fruits & Drinks,Juices,,Kiosk or Stall,#01-68 Upper Boon Keng Market and Food Centre Upper Boon Keng Road 380017,,,
Mattar Road Seafood BBQ,"['Asian', 'Chinese', 'Local', 'Seafood']",Asian,Chinese,Local,Kiosk or Stall,#01-63 Old Airport Road Food Centre Old Airport Road 390051,"51 Old Airport Rd, Singapore 390051",3.0,9.0
Hua Hin Coffee Shop,"['Chinese', 'Drinks', 'Singaporean']",Chinese,Drinks,Singaporean,Kiosk or Stall,#01-2799 Geylang Bahru Market and Food Centre Geylang Bahru 330069,,,
Haruyuki Restaurant by Rakuichi (Greenwich V),"['Asian', 'Beer', 'Japanese']",Asian,Beer,Japanese,Restaurant,#02-12 Greenwich V Seletar Road 807011,"1 Seletar Rd, Singapore 807011",,
Xiang Kee Yu Yuan Mian Tang,['Chinese'],Chinese,,,Kiosk or Stall,#01-130 Cheng San Market and Cooked Food Centre Ang Mo Kio Avenue 10 560527,"527 Ang Mo Kio Ave 10, #01-130, Singapore 560527",2.4,5.0
Yummy Rojak,"['Chinese', 'Local', 'Seafood', 'Singaporean', 'Snacks']",Chinese,Local,Seafood,Kiosk or Stall,#01-19 Adam Road Food Centre Adam Road 289876,"2 Adam Rd, Singapore 289876",2.5,4.0
Habib's Indian Rojak,"['Asian', 'Indian']",Asian,Indian,,Kiosk or Stall,  Pasir Panjang Road 118543,"503A W Coast Dr, Singapore 121503",4.4,31.0
MK Levure Naturelle (Stadium Place),"['Desserts', 'Snacks']",Desserts,Snacks,,Confectionery or Bakery,#01-30 Kallang Wave Stadium Place 397628,"#01-30 Kallang Wave Mall, 1 Stadium Pl, Singapore 397628",2.9,20.0
Agrobazaar Malaysia,"['Asian', 'Malaysian']",Asian,Malaysian,,Restaurant, Kampong Glam Conservation Area Sultan Gate 198485,55 Changi Road #02-17 Millage,,20.0
Stall 88,['Chinese'],Chinese,,,Kiosk or Stall,Stall 14 Pasir Panjang Food Centre Pasir Panjang Road 118543,,,
Café Etc.,"['English', 'European', 'Steak and Grills', 'Western']",English,European,Steak and Grills,Cafe, Yew Lian Park Upper Thomson Road 574344,"203 Upper Thomson Rd, Singapore 574344",4.0,60.0
Sisaket Thai Food (Bukit Merah),"['Indochinese', 'Thai']",Indochinese,Thai,,Kiosk or Stall,#01-01 Bukit Merah View Market & Hawker Centre Bukit Merah View 151115,,,
Mr. Prata (Evans Lodge),"['Asian', 'Indian', 'South Indian']",Asian,Indian,South Indian,Cafe,#01-02 Evans Lodge Evans Road 259367,"26 Evans Rd, #01-02, Singapore 259367",,
Seng Kee Black Herbal Chicken,"['Chinese', 'Seafood']",Chinese,Seafood,,Kiosk or Stall,#01-31/32 Kaki Bukit 511 Market and Food Centre Bedok North Street 3 460511,"475 Changi Rd, Singapore 419892",,
Chang Cheng Mee Wah Holdings,[None],,,,Coffee Shop,#01-22  Upper Boon Keng Road 380005,"177 Toa Payoh Central, Singapore 310177",,
P.D Sawadee Thai Restaurant,['Thai'],Thai,,,Restaurant,#01-431  Yishun Avenue 4 760661,"Yishun Ave 4, Block 661, Singapore 760661",4.9,9.0
MOS Burger (Fusionopolis One),"['Asian', 'Japanese', 'Western']",Asian,Japanese,Western,Fast Food Place,#01-05 Fusionopolis One Fusionopolis Way 138632,"1 Fusionopolis Way, #01-05 Fusionopolis One, Singapore 138577",3.2,20.0
Woo Lee Jeeb Dae Bak Korean Cuisine (Food Republic@313 Somerset),['Korean'],Korean,,,Kiosk or Stall,#05-01 313 @ Somerset Orchard Road 238895,"1 Woodlands Square, Singapore 738099",1.8,5.0
"Mei Lee Coffee, Tea & Drinks Stall",['Fruits & Drinks'],Fruits & Drinks,,,Kiosk or Stall,#02-136 Bukit Timah Market and Food Centre Upper Bukit Timah Road 588172,"51 Upper Bukit Timah Rd, Singapore 588172",,5.0
Fu Xing Fresh Fruits Juice,['Fruits & Drinks'],Fruits & Drinks,,,Kiosk or Stall,#01-02 Bendemeer Market and Food Centre Bendemeer Road 330029,,,
Penang Street,"['Asian', 'Local', 'Malaysian', 'Nonya / Peranakan', 'Singaporean']",Asian,Local,Malaysian,Restaurant,#01-09 and  #01-19/20 One@Kentridge Lower Kent Ridge Road 119082,,,
Yun Yue Original Sugar Cane Juice,"['Fruits & Drinks', 'Juices']",Fruits & Drinks,Juices,,Kiosk or Stall,#01-31 Whampoa Makan Place Whampoa Drive 320090,,,
Chin Chin Eating House,"['Asian', 'Local']",Asian,Local,,Kiosk or Stall, Beach Road Conservation Area Purvis Street 188598,"19 Purvis St, Singapore 188598",,
Ming Kitchen Seafood Restaurant (HDB Bukit Batok),"['Asian', 'Chinese', 'Seafood']",Asian,Chinese,Seafood,Restaurant,#01-18  Bukit Batok West Avenue 6 650109,"109 Bukit Batok West Ave 6, #01-18, Singapore 650109",3.7,102.0
Tiong Bahru Bakery Diner (Funan Mall),"['European', 'French', 'Western']",European,French,Western,Cafe,#04-22/25 Funan Mall North Bridge Road 179105,"107 North Bridge Rd, #04-(22-25, Singapore 179105",3.9,140.0
PS. Cafe (Ann Siang Road),"['Asian', 'Australian', 'Western']",Asian,Australian,Western,Cafe,  Ann Siang Road 069719,"45 Ann Siang Rd, #02-02, Singapore 069719",,140.0
Sz Kitchen @ Cafe,"['Seafood', 'Taiwanese']",Seafood,Taiwanese,,Kiosk or Stall, Gek Poh Shopping Centre Jurong West Street 75 640762,"762 Jurong West Street 75, Singapore 640762",4.2,166.0
Jurong 501 Kopi Point,[None],,,,Coffee Shop,  Jurong West Street 51 640501,"501 Jurong West Street 51, Singapore 640501",,166.0
Ming Kitchen Seafood Restaurant (Pasir Ris West Plaza),"['Asian', 'Chinese', 'Seafood']",Asian,Chinese,Seafood,Restaurant,#01-364  Pasir Ris Street 72 510735,"735 Pasir Ris Street 72, #01-364, Singapore 510735",1.9,15.0
Hill View Steam Food,"['Chinese', 'Local']",Chinese,Local,,Kiosk or Stall,#01-10 Whampoa Drive Makan Place Block 91 Whampoa Drive 320091,,,
Kaffe & Toast (Singapore General Hospital),"['Asian', 'Halal', 'Local', 'Thai']",Asian,Halal,Local,Cafe,#01-00 Singapore General Hospital Hospital Drive 169608,,,
Each A Cup (Leisure Park Kallang),['Drinks'],Drinks,,,Kiosk or Stall,#01-30 Leisure Park Kallang Stadium Walk 397693,"5, #01-30 Stadium Walk, 397693",4.1,8.0
Taste Good (ibis Singapore on Bencoolen),['Chinese'],Chinese,,,Kiosk or Stall,#01-211 Kim San Leng Food Centre Bukit Merah View 151116,"170 Bencoolen St, Singapore 189657",,8.0
New Market Teochew Kueh,"['Snacks', 'Teochew']",Snacks,Teochew,,Kiosk or Stall,#02-64 Tiong Bahru Market Seng Poh Road 168898,"30 Seng Poh Rd, #02-64 Market, Singapore 168898",,8.0
Old Street Bak Kut Teh (Kallang Wave Mall),"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Restaurant,#01-22/22A Kallang Wave Mall Stadium Place 397628,"1 Stadium Place, 01-22/22A, 397628",2.8,61.0
Eastern Chicken Rice,"['Chinese', 'Local']",Chinese,Local,,Kiosk or Stall,#01-88 Whampoa Makan Place Whampoa Drive 320090,"#01-88 WHAMPOA MAKAN PLACE, 90 Whampoa Dr, 320090",4.7,3.0
YJY Bak Kut Teh,['Chinese'],Chinese,,,Kiosk or Stall,#01-01 The Elitist Fu Eating House Bukit Batok Crescent 658066,,,
Spinelli Coffee Company (NUS University Hall),"['American', 'Snacks', 'Western']",American,Snacks,Western,Cafe, NUS University Hall Lower Kent Ridge Road 119077,"21 Lower Kent Ridge Road, UHT-01, 05 National University of Singapore, University Hall, 119077",4.6,22.0
Chiak,"['Asian', 'Fusion']",Asian,Fusion,,Restaurant,#02-37 Mapletree Business City Pasir Panjang Road 117383,,,
Zan Ji Mixed Veg Rice,"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Kiosk or Stall,#01-67 Whampoa Makan Place Whampoa Drive 320090,"90 Whampoa Dr, #01-67 90, Singapore 320090",,
Subway (The Star Vista),"['American', 'Snacks', 'Western']",American,Snacks,Western,Cafe,#B1-34 The Star Vista Vista Exchange Green 138617,"1 Vista Exchange Green, #B1-34 The Star Vista, Singapore 138617",3.9,73.0
The Ice Cream Gallery (Valley Point),['Western'],Western,,,Cafe,#01-20 Valley Point Shopping Centre River Valley Road 248371,"491 River Valley Rd, Singapore 248371",3.6,7.0
 (Under Renovation) Jollibean Foods (Tiong Bahru Plaza),"['Asian', 'Chinese', 'Desserts', 'Local', 'Singaporean', 'Snacks']",Asian,Chinese,Desserts,Cafe,#01-02 Tiong Bahru Plaza Tiong Bahru Road 168732,"298 Tiong Bahru Rd, Singapore 168732",,7.0
Anglo Indian Cafe & Bar,"['Cocktails', 'Drinks', 'Indian']",Cocktails,Drinks,Indian,Bar or Pub,#01-08 One Shenton Shenton Way 068803,,,
Bake Inc. (Jurong Gek Poh),"['Desserts', 'Local', 'Snacks']",Desserts,Local,Snacks,Confectionery or Bakery,#01-314 Gek Poh Shopping Centre Jurong West Street 75 640762,"Gek Poh Shopping Centre, 762 Jurong West Street 75, Singapore 640762",4.0,91.0
Sisaket Thai Food (Maxwell Food Centre),"['Indochinese', 'Thai']",Indochinese,Thai,,Kiosk or Stall,#01-85 Maxwell Food Centre Kadayanallur Street 069184,"#01-85 Maxwell Food Centre, 1 Kadayanallur St, Singapore 069148",4.6,49.0
Arcadia Restaurant,"['Asian', 'Chinese', 'Hainanese', 'Local', 'Sichuan', 'Singaporean']",Asian,Chinese,Hainanese,Restaurant,#01-09  Arcadia Road 289848,"251A Arcadia Rd, Singapore 289848",4.2,79.0
Pacific Fusion International,"['Asian', 'Local', 'Singaporean']",Asian,Local,Singaporean,Cafe,  Prince George's Park 118425,"1092 Lower Delta Rd, #07-03 169203, Singapore 169203",,79.0
The Buffet (Temporarily Closed),['International'],International,,,Restaurant,Level 2 M Hotel Anson Road 079908,"81 Anson Rd, Singapore 079908",3.6,42.0
Rong Hua Bak Kut Teh (Fusionpolis),"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Restaurant,#B1-13 Connexis Fusionopolis Way 138632,"1 Fusionopolis Way # B1 - 13, 138632",4.1,133.0
Yuan Zhi Wei,"['Asian', 'Chinese', 'Snacks']",Asian,Chinese,Snacks,Kiosk or Stall,#01-02 Whampoa Drive Makan Place Block 91 Whampoa Drive 320091,,,
Jing Yuan,['Chinese'],Chinese,,,Kiosk or Stall,#01-2813 Geylang Bahru Market and Food Centre Geylang Bahru 330069,,,
Swee Kim Coffee Stall,['Drinks'],Drinks,,,Kiosk or Stall,#01-273 Bukit Merah View Market and Food Centre Bukit Merah View 151115,"115 Bukit Merah View, Singapore 151115",,
Yi Jia Teochew Fish Porridge and Soup,"['Chinese', 'Teochew']",Chinese,Teochew,,Kiosk or Stall,#01-66 Maxwell Food Centre Kadayanallur Street 069184,"1 Kadayanallur St, #01-66, Singapore 069184",4.7,12.0
Boon Tong Kee (Bukit Timah),"['Asian', 'Chinese', 'Hainanese', 'Local', 'Singaporean', 'Zi Char']",Asian,Chinese,Hainanese,Restaurant,  Cheong Chin Nam Road 599742,"18 Cheong Chin Nam Rd, Singapore 599742",4.2,452.0
Coca Restaurant (Leisure Park Kallang),"['Asian', 'Chinese', 'Local', 'Singaporean', 'Steamboat', 'Thai']",Asian,Chinese,Local,Restaurant,#02-01 Leisure Park Kallang Stadium Walk 397693,"5 Stadium Walk, #02-01 Leisure Park Kallang, 397693",4.2,289.0
Bukit Merah View Roasted Chicken Rice,['Chinese'],Chinese,,,Kiosk or Stall,#01-20 Bukit Merah View Hawker Centre Bukit Merah View 151115,"115 Bukit Merah View, #01-20, Singapore 151115",3.8,4.0
Kaki Fuyong,['Japanese'],Japanese,,,Kiosk or Stall, Ngee Ann Polytechnic Clementi Road 599489,,,
Ding Ji (Jurong 501),['Chinese'],Chinese,,,Kiosk or Stall,#01-251  Jurong West Street 51 640501,"Jurong West Street 51, #01-251 Block 501, Singapore 640501",,
Starbucks (Aperia Mall),"['American', 'European', 'Western']",American,European,Western,Cafe,#01-26 Aperia Mall Kallang Avenue 339509,"12 Kallang avenue, #01-26 Aperia Aperia Mall, 339511",4.2,120.0
The Ridge Bar,['Drinks'],Drinks,,,Bar or Pub, Kent Ridge Guild House Kent Ridge Drive 119241,"9 Kent Ridge Dr, Singapore 119241",3.9,53.0
Haji K. Mashood Teh Tarik,"['Drinks', 'Indian']",Drinks,Indian,,Kiosk or Stall,Stall 28 Pasir Panjang Food Centre Pasir Panjang Road 118543,,,
Supply & Demand (Novena),"['Asian', 'European', 'Italian', 'Pizza']",Asian,European,Italian,Restaurant,#01-02 Lee Kong Chian School Of Medicine (novena Campus) Mandalay Road 308232,,,
Tiong Bahru Braised Duck,['Chinese'],Chinese,,,Kiosk or Stall,#02-43 Tiong Bahru Market Seng Poh Road 168898,"30 Seng Poh Rd, Singapore 168898",4.0,2.0
Ding Ji (Jurong 496),['Chinese'],Chinese,,,Kiosk or Stall,#01-82  Jurong West Street 41 640496,"Jurong West Street 41, #01-82 Block 496, Singapore 640496",4.3,3.0
Hong Kong Sheng Kee Dessert (Nex),"['Asian', 'Chinese', 'Desserts']",Asian,Chinese,Desserts,Cafe,#B1-46 Nex Serangoon Central 556083,"23 Serangoon Central, #B1-46, Singapore 556083",4.3,371.0
Kheng Nam Lee Teochew Porridge,"['Asian', 'Chinese', 'Teochew']",Asian,Chinese,Teochew,Cafe,  Havelock Road 169643,"717 Havelock Rd, Singapore 169643",3.2,36.0
Yi Lu Fa Xiao Chi,"['Chinese', 'Seafood']",Chinese,Seafood,,Kiosk or Stall,Stall 18 Havelock Road Cooked Food Centre Havelock Road 162022,"22B Havelock Rd, Singapore 162022",,36.0
Ha Jun,['Korean'],Korean,,,Cafe,#01-31A/28 Aperia Mall Kallang Avenue 339509,,,
Snaffles Café,"['Asian', 'Desserts', 'Japanese']",Asian,Desserts,Japanese,Confectionery or Bakery,  Nathan Road 248749,"10 Anson Road #02-85A, International Plaza, 079903",4.7,3.0
Queentown Dessert Sugarcane Juices,"['Desserts', 'Drinks']",Desserts,Drinks,,Kiosk or Stall,#01-16 Bendemeer Market And Food Centre Bendemeer Road 330029,,,
Staple Food,['Western'],Western,,,Cafe,#01-07 The Venue Shoppes Tai Thong Crescent 347836,"2 Tai Thong Cres, #01-27, Singapore 347836",4.7,222.0
De Burg Lite,['Western'],Western,,,Coffee Shop,Stall 42 Pasir Panjang Food Centre Pasir Panjang Road 118543,,,
Hong Seng Coffee Stall,['Drinks'],Drinks,,,Kiosk or Stall,#02-12 Mei Chin Road Market Mei Chin Road 140159,"159 Mei Chin Rd, Singapore 140159",5.0,1.0
Muhammad Al Jufri & Haji Palari Food Stall,"['Halal', 'Malaysian', 'Singaporean']",Halal,Malaysian,Singaporean,Kiosk or Stall,Stall 22 Pasir Panjang Food Centre Pasir Panjang Road 118543,,,
Depot Road Zhen Shan Mei Claypot Laksa,"['Asian', 'Chinese', 'Local', 'Nonya / Peranakan']",Asian,Chinese,Local,Kiosk or Stall,#01-75 Alexandra Village Food Centre Bukit Merah Lane 1 150120,"120 Bukit Merah Lane 1, #01-75 Alexander Hawker Centre, Singapore 151120",3.9,124.0
One Ton Mee,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#01-09 Bendemeer Market & Food Centre Bendemeer Road 330029,"29 Bendemeer Rd, #01-09, Singapore 330029",4.2,26.0
Tai Thong Steamboat,['Asian'],Asian,,,Cafe,  Tai Thong Crescent 347835,,,
SYT Fish Soup & Ban Mian,['Chinese'],Chinese,,,Kiosk or Stall, Ramada Singapore At Zhongshan Park Ah Hood Road 329984,,,
Hu Ru Beverages,['Drinks'],Drinks,,,Kiosk or Stall,#01-75 Maxwell Food Centre Kadayanallur Street 069184,"1 Kadayanallur St, Singapore 069184",4.5,2.0
Pondok Jawa Timur,"['Asian', 'Halal', 'Indonesian', 'Malaysian']",Asian,Halal,Indonesian,Restaurant, Kampong Glam Conservation Area North Bridge Road 198705,"14 Scotts Road #05-22/23 Far East Plaza, 228213",4.3,304.0
Xing Ji Braised Duck,['Chinese'],Chinese,,,Kiosk or Stall,#01-04 Kelantan Food Centre Kelantan Road 208604,"399 Yung Sheng Rd, Singapore 610399",,304.0
Soon Lee,"['Chinese', 'Drinks', 'Snacks']",Chinese,Drinks,Snacks,Kiosk or Stall,#01-166 New Upper Changi Road Hawker Centre New Upper Changi Road 461058,,,
Sumire Yakitori House,"['Asian', 'Japanese']",Asian,Japanese,,Restaurant,#01- 88/89 Bugis Junction Middle Road 188966,"80 Middle Road #01-88/89 Bugis Junction, 188966",4.1,532.0
Kintamani Indonesian Restaurant,"['Asian', 'Halal']",Asian,Halal,,Restaurant,3F Furama Riverfront Singapore Havelock Road 169633,"405 HAVELOCK ROAD#03, 169633, Singapore 169633",4.1,471.0
